valve_id,segment_id,date,position_pct,state,response_time_sec,leak_test_result
V-01-2,01,2025-12-23,96.5,Open,2.9,Pass
V-01-3,01,2025-12-23,95.8,Open,4.4,Pass
V-02-1,02,2025-12-23,96.1,Open,3.5,Pass
V-02-2,02,2025-12-23,99.6,Open,0.8,Pass
V-02-3,02,2025-12-23,95.8,Open,4.3,Pass
V-03-1,03,2025-12-23,97.3,Open,1.8,Pass
V-03-2,03,2025-12-23,97.3,Open,2.8,Pass
V-03-3,03,2025-12-23,96.8,Open,2.8,Pass
V-04-1,04,2025-12-23,96.4,Open,4.9,Pass
V-04-2,04,2025-12-23,98.5,Open,1.6,Pass
V-04-3,04,2025-12-23,100.0,Open,2.1,Pass
V-05-1,05,2025-12-23,99.3,Open,2.4,Pass
V-05-2,05,2025-12-23,97.0,Open,3.4,Pass
V-05-3,05,2025-12-23,97.0,Open,2.2,Pass
V-06-1,06,2025-12-23,95.8,Open,3.7,Pass
V-06-2,06,2025-12-23,97.3,Open,1.3,Pass
V-06-3,06,2025-12-23,98.0,Open,1.5,Pass
V-07-1,07,2025-12-23,99.7,Open,2.1,Pass
V-07-2,07,2025-12-23,96.7,Open,3.2,Pass
V-07-3,07,2025-12-23,13.7,Closed,2.4,Pass
V-01-1,01,2025-12-24,97.8,Open,4.1,Pass
V-01-2,01,2025-12-24,7.4,Closed,4.3,Pass
V-01-3,01,2025-12-24,23.4,Closed,3.3,Pass
V-02-1,02,2025-12-24,98.1,Open,1.8,Pass
V-02-2,02,2025-12-24,98.2,Open,2.3,Pass
V-02-3,02,2025-12-24,96.7,Open,3.2,Pass
V-03-1,03,2025-12-24,98.5,Open,4.1,Pass
V-03-2,03,2025-12-24,96.9,Open,2.8,Pass
V-03-3,03,2025-12-24,99.8,Open,4.7,Pass
V-04-1,04,2025-12-24,98.7,Open,1.6,Pass
V-04-2,04,2025-12-24,28.0,Closed,0.6,Pass
V-04-3,04,2025-12-24,98.1,Open,2.7,Fail
V-05-1,05,2025-12-24,96.1,Open,2.6,Pass
V-05-2,05,2025-12-24,95.3,Open,3.1,Pass
V-05-3,05,2025-12-24,98.2,Open,2.2,Pass
V-06-1,06,2025-12-24,98.2,Open,4.4,Pass
V-06-2,06,2025-12-24,95.9,Open,0.9,Pass
V-06-3,06,2025-12-24,99.4,Open,1.2,Pass
V-07-1,07,2025-12-24,98.4,Open,4.6,Pass
V-07-2,07,2025-12-24,95.1,Open,1.9,Pass
V-07-3,07,2025-12-24,98.9,Open,1.8,Pass
V-01-1,01,2025-12-25,97.0,Open,1.7,Pass
V-01-2,01,2025-12-25,95.1,Open,2.4,Pass
V-01-3,01,2025-12-25,99.5,Open,3.0,Pass
V-02-1,02,2025-12-25,98.2,Open,3.4,Pass
V-02-2,02,2025-12-25,97.5,Open,4.4,Pass
V-02-3,02,2025-12-25,96.3,Open,0.8,Fail
V-03-1,03,2025-12-25,97.3,Open,4.8,Pass
V-03-2,03,2025-12-25,95.8,Open,0.8,Pass
V-03-3,03,2025-12-25,99.5,Open,3.6,Pass
V-04-1,04,2025-12-25,96.4,Open,4.4,Pass
V-04-2,04,2025-12-25,99.5,Open,2.9,Pass
V-04-3,04,2025-12-25,96.1,Open,2.9,Pass
V-05-1,05,2025-12-25,97.2,Open,5.0,Pass
V-05-2,05,2025-12-25,96.4,Open,2.6,Pass
V-05-3,05,2025-12-25,10.4,Closed,4.1,Pass
V-06-1,06,2025-12-25,100.0,Open,1.6,Pass
V-06-2,06,2025-12-25,96.1,Open,1.9,Pass
V-06-3,06,2025-12-25,99.2,Open,3.5,Pass
V-07-1,07,2025-12-25,95.9,Open,3.5,Pass
V-07-2,07,2025-12-25,95.8,Open,0.9,Pass
V-07-3,07,2025-12-25,97.8,Open,2.2,Pass
V-01-1,01,2025-12-26,97.8,Open,1.7,Pass
V-01-2,01,2025-12-26,95.5,Open,4.7,Pass
V-01-3,01,2025-12-26,99.4,Open,1.4,Pass
V-02-1,02,2025-12-26,99.2,Open,4.0,Pass
V-02-2,02,2025-12-26,97.1,Open,1.5,Pass
V-02-3,02,2025-12-26,98.5,Open,2.1,Pass
V-03-1,03,2025-12-26,97.8,Open,2.7,Pass
V-03-2,03,2025-12-26,98.0,Open,2.4,Pass
V-03-3,03,2025-12-26,98.9,Open,3.0,Pass
V-04-1,04,2025-12-26,99.8,Open,3.1,Pass
V-04-2,04,2025-12-26,96.7,Open,4.5,Pass
V-04-3,04,2025-12-26,99.9,Open,2.7,Pass
V-05-1,05,2025-12-26,99.0,Open,3.4,Pass
V-05-2,05,2025-12-26,95.0,Open,3.4,Pass
V-05-3,05,2025-12-26,95.0,Open,1.2,Pass
V-06-1,06,2025-12-26,96.8,Open,4.6,Pass
V-06-2,06,2025-12-26,97.2,Open,1.5,Pass
V-06-3,06,2025-12-26,95.1,Open,1.2,Pass
V-07-1,07,2025-12-26,95.6,Open,2.4,Pass
V-07-2,07,2025-12-26,97.5,Open,1.0,Pass
V-07-3,07,2025-12-26,98.3,Open,4.7,Pass
V-01-1,01,2025-12-27,98.0,Open,0.8,Pass
V-01-2,01,2025-12-27,97.8,Open,0.6,Pass
V-01-3,01,2025-12-27,96.5,Open,2.2,Pass
V-02-1,02,2025-12-27,97.9,Open,3.3,Pass
V-02-2,02,2025-12-27,98.8,Open,3.6,Pass
V-02-3,02,2025-12-27,9.3,Closed,3.1,Pass
V-03-1,03,2025-12-27,22.6,Closed,3.4,Pass
V-03-2,03,2025-12-27,97.7,Open,0.6,Pass
V-03-3,03,2025-12-27,99.1,Open,4.9,Pass
V-04-1,04,2025-12-27,98.5,Open,1.3,Pass
V-04-2,04,2025-12-27,98.5,Open,1.9,Pass
V-04-3,04,2025-12-27,96.7,Open,4.9,Fail
V-05-1,05,2025-12-27,95.0,Open,1.8,Pass
V-05-2,05,2025-12-27,99.5,Open,4.4,Pass
V-05-3,05,2025-12-27,96.3,Open,2.3,Pass
V-06-1,06,2025-12-27,99.7,Open,3.2,Pass
V-06-2,06,2025-12-27,99.9,Open,1.8,Fail
V-06-3,06,2025-12-27,99.9,Open,4.7,Pass
V-07-1,07,2025-12-27,98.7,Open,2.7,Pass
V-07-2,07,2025-12-27,96.0,Open,3.3,Pass
V-07-3,07,2025-12-27,99.1,Open,4.3,Pass
V-01-1,01,2025-12-28,98.2,Open,3.4,Pass
V-01-2,01,2025-12-28,99.8,Open,1.7,Pass
V-01-3,01,2025-12-28,95.7,Open,2.2,Fail
V-02-1,02,2025-12-28,96.9,Open,4.2,Pass
V-02-2,02,2025-12-28,97.5,Open,0.7,Pass
V-02-3,02,2025-12-28,99.4,Open,3.9,Pass
V-03-1,03,2025-12-28,96.1,Open,0.9,Pass
V-03-2,03,2025-12-28,99.4,Open,0.5,Pass
V-03-3,03,2025-12-28,96.8,Open,2.7,Pass
V-04-1,04,2025-12-28,97.8,Open,4.1,Pass
V-04-2,04,2025-12-28,97.1,Open,2.2,Pass
V-04-3,04,2025-12-28,97.1,Open,0.6,Pass
V-05-1,05,2025-12-28,25.0,Closed,0.5,Pass
V-05-2,05,2025-12-28,98.7,Open,2.1,Pass
V-05-3,05,2025-12-28,98.0,Open,1.0,Fail
V-06-1,06,2025-12-28,98.5,Open,3.7,Pass
V-06-2,06,2025-12-28,95.7,Open,4.1,Pass
V-06-3,06,2025-12-28,99.3,Open,3.8,Pass
V-07-1,07,2025-12-28,99.0,Open,3.8,Pass
V-07-2,07,2025-12-28,96.3,Open,1.8,Pass
V-07-3,07,2025-12-28,97.0,Open,1.8,Pass
V-01-1,01,2025-12-29,95.1,Open,4.7,Pass
V-01-2,01,2025-12-29,95.8,Open,0.7,Pass
V-01-3,01,2025-12-29,97.4,Open,0.6,Pass
V-02-1,02,2025-12-29,98.0,Open,2.2,Pass
V-02-2,02,2025-12-29,99.1,Open,2.5,Pass
V-02-3,02,2025-12-29,99.3,Open,3.3,Pass
V-03-1,03,2025-12-29,96.3,Open,0.8,Pass
V-03-2,03,2025-12-29,96.0,Open,4.0,Pass
V-03-3,03,2025-12-29,96.3,Open,4.2,Pass
V-04-1,04,2025-12-29,98.3,Open,1.8,Pass
V-04-2,04,2025-12-29,95.3,Open,3.5,Pass
V-04-3,04,2025-12-29,99.1,Open,1.7,Pass
V-05-1,05,2025-12-29,96.2,Open,0.6,Fail
V-05-2,05,2025-12-29,98.0,Open,4.2,Pass
V-05-3,05,2025-12-29,96.7,Open,3.7,Pass
V-06-1,06,2025-12-29,97.5,Open,4.4,Pass
V-06-2,06,2025-12-29,97.7,Open,4.8,Pass
V-06-3,06,2025-12-29,99.4,Open,1.9,Pass
V-07-1,07,2025-12-29,96.5,Open,4.5,Pass
V-07-2,07,2025-12-29,95.3,Open,1.4,Pass
V-07-3,07,2025-12-29,95.6,Open,4.1,Pass
V-01-1,01,2025-12-30,98.4,Open,2.3,Pass
V-01-2,01,2025-12-30,98.6,Open,3.0,Pass
V-01-3,01,2025-12-30,96.1,Open,3.6,Pass
V-02-1,02,2025-12-30,2.5,Closed,1.7,Pass
V-02-2,02,2025-12-30,99.6,Open,0.8,Pass
V-02-3,02,2025-12-30,97.5,Open,2.8,Pass
V-03-1,03,2025-12-30,97.6,Open,4.7,Pass
V-03-2,03,2025-12-30,95.8,Open,1.9,Pass
V-03-3,03,2025-12-30,99.9,Open,1.1,Pass
V-04-1,04,2025-12-30,99.5,Open,0.5,Pass
V-04-2,04,2025-12-30,98.8,Open,2.3,Pass
V-04-3,04,2025-12-30,96.7,Open,2.8,Pass
V-05-1,05,2025-12-30,95.6,Open,4.5,Pass
V-05-2,05,2025-12-30,97.2,Open,4.0,Pass
V-05-3,05,2025-12-30,96.9,Open,4.8,Pass
V-06-1,06,2025-12-30,13.8,Closed,2.1,Pass
V-06-2,06,2025-12-30,99.2,Open,4.5,Fail
V-06-3,06,2025-12-30,97.2,Open,2.7,Pass
V-07-1,07,2025-12-30,99.2,Open,4.3,Pass
V-07-2,07,2025-12-30,95.7,Open,3.1,Pass
V-07-3,07,2025-12-30,98.3,Open,4.1,Pass
V-01-1,01,2025-12-31,96.8,Open,3.2,Pass
V-01-2,01,2025-12-31,98.7,Open,2.3,Pass
V-01-3,01,2025-12-31,95.4,Open,4.8,Pass
V-02-1,02,2025-12-31,98.5,Open,1.8,Pass
V-02-2,02,2025-12-31,95.7,Open,1.0,Pass
V-02-3,02,2025-12-31,95.7,Open,2.2,Pass
V-03-1,03,2025-12-31,96.4,Open,0.6,Pass
V-03-2,03,2025-12-31,98.0,Open,5.0,Pass
V-03-3,03,2025-12-31,98.2,Open,0.7,Pass
V-04-1,04,2025-12-31,96.3,Open,4.6,Fail
V-04-2,04,2025-12-31,16.4,Closed,3.5,Pass
V-04-3,04,2025-12-31,97.3,Open,3.3,Pass
V-05-1,05,2025-12-31,95.9,Open,1.2,Pass
V-05-2,05,2025-12-31,99.1,Open,2.9,Pass
V-05-3,05,2025-12-31,97.4,Open,2.7,Fail
V-06-1,06,2025-12-31,98.9,Open,4.1,Pass
V-06-2,06,2025-12-31,98.0,Open,2.7,Pass
V-06-3,06,2025-12-31,98.0,Open,1.6,Pass
V-07-1,07,2025-12-31,98.6,Open,1.0,Pass
V-07-2,07,2025-12-31,95.7,Open,2.7,Pass
V-07-3,07,2025-12-31,97.7,Open,3.5,Pass
V-01-1,01,2026-01-01,97.3,Open,3.0,Pass
V-01-2,01,2026-01-01,96.5,Open,1.0,Pass
V-01-3,01,2026-01-01,99.9,Open,2.1,Pass
V-02-1,02,2026-01-01,95.6,Open,2.4,Pass
V-02-2,02,2026-01-01,98.5,Open,1.8,Pass
V-02-3,02,2026-01-01,98.4,Open,4.6,Pass
V-03-1,03,2026-01-01,96.8,Open,3.6,Pass
V-03-2,03,2026-01-01,96.1,Open,2.4,Pass
V-03-3,03,2026-01-01,96.4,Open,2.4,Pass
V-04-1,04,2026-01-01,96.1,Open,1.9,Pass
V-04-2,04,2026-01-01,99.9,Open,2.4,Pass
V-04-3,04,2026-01-01,95.1,Open,3.6,Pass
V-05-1,05,2026-01-01,8.1,Closed,2.4,Pass
V-05-2,05,2026-01-01,20.9,Closed,2.2,Pass
V-05-3,05,2026-01-01,96.2,Open,4.0,Pass
V-06-1,06,2026-01-01,96.2,Open,2.6,Pass
V-06-2,06,2026-01-01,95.0,Open,2.9,Pass
V-06-3,06,2026-01-01,99.9,Open,1.3,Pass
V-07-1,07,2026-01-01,97.2,Open,2.9,Pass
V-07-2,07,2026-01-01,96.8,Open,0.7,Pass
V-07-3,07,2026-01-01,98.4,Open,1.5,Pass
V-01-1,01,2026-01-02,99.6,Open,1.2,Pass
V-01-2,01,2026-01-02,95.2,Open,3.7,Pass
V-01-3,01,2026-01-02,95.6,Open,3.2,Pass
V-02-1,02,2026-01-02,96.9,Open,0.6,Pass
V-02-2,02,2026-01-02,97.8,Open,1.2,Pass
V-02-3,02,2026-01-02,97.4,Open,1.5,Pass
V-03-1,03,2026-01-02,97.4,Open,4.9,Pass
V-03-2,03,2026-01-02,95.6,Open,2.1,Pass
V-03-3,03,2026-01-02,98.1,Open,2.9,Pass
V-04-1,04,2026-01-02,100.0,Open,3.8,Pass
V-04-2,04,2026-01-02,95.9,Open,4.4,Pass
V-04-3,04,2026-01-02,97.4,Open,3.8,Pass
V-05-1,05,2026-01-02,96.1,Open,2.3,Pass
V-05-2,05,2026-01-02,100.0,Open,1.8,Pass
V-05-3,05,2026-01-02,99.7,Open,2.2,Pass
V-06-1,06,2026-01-02,95.5,Open,3.6,Pass
V-06-2,06,2026-01-02,97.8,Open,0.9,Pass
V-06-3,06,2026-01-02,3.0,Closed,3.5,Pass
V-07-1,07,2026-01-02,97.1,Open,2.3,Pass
V-07-2,07,2026-01-02,99.2,Open,4.8,Pass
V-07-3,07,2026-01-02,96.4,Open,0.6,Pass
V-01-1,01,2026-01-03,96.1,Open,0.9,Pass
V-01-2,01,2026-01-03,27.6,Closed,1.1,Pass
V-01-3,01,2026-01-03,99.0,Open,0.9,Pass
V-02-1,02,2026-01-03,96.0,Open,4.3,Pass
V-02-2,02,2026-01-03,96.6,Open,1.2,Pass
V-02-3,02,2026-01-03,98.2,Open,2.5,Pass
V-03-1,03,2026-01-03,97.8,Open,4.1,Pass
V-03-2,03,2026-01-03,99.4,Open,2.8,Pass
V-03-3,03,2026-01-03,99.6,Open,3.2,Pass
V-04-1,04,2026-01-03,95.5,Open,4.2,Pass
V-04-2,04,2026-01-03,98.7,Open,0.7,Pass
V-04-3,04,2026-01-03,97.8,Open,1.5,Pass
V-05-1,05,2026-01-03,95.3,Open,1.1,Pass
V-05-2,05,2026-01-03,96.6,Open,1.1,Pass
V-05-3,05,2026-01-03,98.0,Open,0.8,Pass
V-06-1,06,2026-01-03,96.0,Open,4.7,Pass
V-06-2,06,2026-01-03,95.7,Open,0.8,Pass
V-06-3,06,2026-01-03,96.1,Open,3.0,Pass
V-07-1,07,2026-01-03,96.3,Open,3.3,Pass
V-07-2,07,2026-01-03,95.9,Open,3.8,Pass
V-07-3,07,2026-01-03,96.5,Open,3.3,Pass
V-01-1,01,2026-01-04,97.3,Open,4.4,Pass
V-01-2,01,2026-01-04,95.2,Open,4.4,Pass
V-01-3,01,2026-01-04,98.4,Open,3.3,Pass
V-02-1,02,2026-01-04,95.4,Open,3.3,Pass
V-02-2,02,2026-01-04,13.6,Closed,4.7,Pass
V-02-3,02,2026-01-04,99.7,Open,3.3,Pass
V-03-1,03,2026-01-04,96.0,Open,2.7,Pass
V-03-2,03,2026-01-04,96.6,Open,1.7,Pass
V-03-3,03,2026-01-04,98.0,Open,3.4,Pass
V-04-1,04,2026-01-04,99.1,Open,4.6,Pass
V-04-2,04,2026-01-04,97.8,Open,3.0,Pass
V-04-3,04,2026-01-04,95.9,Open,3.8,Pass
V-05-1,05,2026-01-04,96.2,Open,3.3,Pass
V-05-2,05,2026-01-04,95.9,Open,4.5,Fail
V-05-3,05,2026-01-04,99.9,Open,3.5,Pass
V-06-1,06,2026-01-04,99.1,Open,1.3,Pass
V-06-2,06,2026-01-04,97.4,Open,1.3,Pass
V-06-3,06,2026-01-04,98.2,Open,1.2,Pass
V-07-1,07,2026-01-04,95.2,Open,4.9,Pass
V-07-2,07,2026-01-04,99.5,Open,4.8,Pass
V-07-3,07,2026-01-04,99.7,Open,2.1,Pass
V-01-1,01,2026-01-05,96.1,Open,5.0,Pass
V-01-2,01,2026-01-05,98.5,Open,1.4,Pass
V-01-3,01,2026-01-05,95.7,Open,2.7,Pass
V-02-1,02,2026-01-05,98.4,Open,2.1,Pass
V-02-2,02,2026-01-05,97.2,Open,1.9,Pass
V-02-3,02,2026-01-05,98.5,Open,0.5,Pass
V-03-1,03,2026-01-05,98.4,Open,4.3,Pass
V-03-2,03,2026-01-05,98.8,Open,4.3,Pass
V-03-3,03,2026-01-05,28.1,Closed,3.1,Pass
V-04-1,04,2026-01-05,98.2,Open,1.4,Pass
V-04-2,04,2026-01-05,96.3,Open,4.6,Pass
V-04-3,04,2026-01-05,98.9,Open,4.3,Pass
V-05-1,05,2026-01-05,97.3,Open,1.1,Pass
V-05-2,05,2026-01-05,98.3,Open,2.8,Pass
V-05-3,05,2026-01-05,98.4,Open,1.8,Pass
V-06-1,06,2026-01-05,96.2,Open,2.1,Pass
V-06-2,06,2026-01-05,96.7,Open,3.3,Pass
V-06-3,06,2026-01-05,95.9,Open,4.6,Pass
V-07-1,07,2026-01-05,97.7,Open,3.5,Fail
V-07-2,07,2026-01-05,98.8,Open,3.6,Pass
V-07-3,07,2026-01-05,99.3,Open,3.2,Pass
V-01-1,01,2026-01-06,99.0,Open,3.8,Pass
V-01-2,01,2026-01-06,97.7,Open,4.6,Pass
V-01-3,01,2026-01-06,96.2,Open,0.7,Pass
V-02-1,02,2026-01-06,97.6,Open,0.8,Pass
V-02-2,02,2026-01-06,95.4,Open,1.5,Pass
V-02-3,02,2026-01-06,99.2,Open,4.7,Fail
V-03-1,03,2026-01-06,95.4,Open,3.0,Pass
V-03-2,03,2026-01-06,95.1,Open,2.0,Pass
V-03-3,03,2026-01-06,98.0,Open,3.0,Pass
V-04-1,04,2026-01-06,98.7,Open,4.9,Pass
V-04-2,04,2026-01-06,96.8,Open,1.1,Pass
V-04-3,04,2026-01-06,98.4,Open,2.6,Pass
V-05-1,05,2026-01-06,96.7,Open,2.6,Pass
V-05-2,05,2026-01-06,96.3,Open,0.6,Pass
V-05-3,05,2026-01-06,96.2,Open,3.6,Fail
V-06-1,06,2026-01-06,99.2,Open,0.6,Pass
V-06-2,06,2026-01-06,96.3,Open,3.6,Pass
V-06-3,06,2026-01-06,98.7,Open,2.4,Pass
V-07-1,07,2026-01-06,97.5,Open,4.4,Pass
V-07-2,07,2026-01-06,95.2,Open,1.4,Pass
V-07-3,07,2026-01-06,97.0,Open,0.7,Pass
V-01-1,01,2026-01-07,97.7,Open,1.4,Pass
V-01-2,01,2026-01-07,99.8,Open,1.1,Pass
V-01-3,01,2026-01-07,95.8,Open,4.0,Pass
V-02-1,02,2026-01-07,95.2,Open,4.8,Pass
V-02-2,02,2026-01-07,99.8,Open,2.3,Pass
V-02-3,02,2026-01-07,99.2,Open,4.1,Pass
V-03-1,03,2026-01-07,97.3,Open,4.3,Pass
V-03-2,03,2026-01-07,100.0,Open,4.4,Pass
V-03-3,03,2026-01-07,96.3,Open,2.3,Pass
V-04-1,04,2026-01-07,3.5,Closed,4.9,Pass
V-04-2,04,2026-01-07,98.0,Open,3.6,Pass
V-04-3,04,2026-01-07,95.1,Open,2.6,Pass
V-05-1,05,2026-01-07,95.4,Open,4.1,Pass
V-05-2,05,2026-01-07,98.3,Open,3.8,Pass
V-05-3,05,2026-01-07,99.0,Open,1.9,Fail
V-06-1,06,2026-01-07,98.8,Open,3.4,Pass
V-06-2,06,2026-01-07,98.3,Open,2.4,Pass
V-06-3,06,2026-01-07,98.9,Open,0.8,Pass
V-07-1,07,2026-01-07,97.5,Open,2.6,Pass
V-07-2,07,2026-01-07,98.7,Open,3.6,Pass
V-07-3,07,2026-01-07,0.2,Closed,2.7,Pass
V-01-1,01,2026-01-08,97.8,Open,3.3,Pass
V-01-2,01,2026-01-08,96.3,Open,4.7,Pass
V-01-3,01,2026-01-08,95.7,Open,4.9,Pass
V-02-1,02,2026-01-08,97.0,Open,1.4,Pass
V-02-2,02,2026-01-08,98.8,Open,3.9,Pass
V-02-3,02,2026-01-08,96.0,Open,1.8,Pass
V-03-1,03,2026-01-08,99.9,Open,4.2,Pass
V-03-2,03,2026-01-08,99.3,Open,1.5,Pass
V-03-3,03,2026-01-08,98.6,Open,3.9,Pass
V-04-1,04,2026-01-08,97.0,Open,0.8,Pass
V-04-2,04,2026-01-08,97.6,Open,3.3,Pass
V-04-3,04,2026-01-08,99.0,Open,2.4,Pass
V-05-1,05,2026-01-08,99.7,Open,3.9,Fail
V-05-2,05,2026-01-08,96.0,Open,3.5,Pass
V-05-3,05,2026-01-08,97.1,Open,2.7,Pass
V-06-1,06,2026-01-08,95.9,Open,2.6,Pass
V-06-2,06,2026-01-08,99.1,Open,1.3,Pass
V-06-3,06,2026-01-08,97.6,Open,4.5,Pass
V-07-1,07,2026-01-08,97.9,Open,2.0,Pass
V-07-2,07,2026-01-08,97.4,Open,4.7,Pass
V-07-3,07,2026-01-08,98.0,Open,4.5,Pass
V-01-1,01,2026-01-09,99.6,Open,1.7,Pass
V-01-2,01,2026-01-09,95.1,Open,0.7,Pass
V-01-3,01,2026-01-09,97.6,Open,5.0,Pass
V-02-1,02,2026-01-09,96.9,Open,3.2,Pass
V-02-2,02,2026-01-09,99.3,Open,3.7,Pass
V-02-3,02,2026-01-09,95.3,Open,3.0,Pass
V-03-1,03,2026-01-09,96.2,Open,3.9,Pass
V-03-2,03,2026-01-09,97.8,Open,1.9,Fail
V-03-3,03,2026-01-09,99.0,Open,1.6,Pass
V-04-1,04,2026-01-09,95.7,Open,2.5,Pass
V-04-2,04,2026-01-09,96.8,Open,4.1,Pass
V-04-3,04,2026-01-09,98.9,Open,0.7,Pass
V-05-1,05,2026-01-09,95.8,Open,2.5,Pass
V-05-2,05,2026-01-09,96.6,Open,4.7,Pass
V-05-3,05,2026-01-09,96.4,Open,4.7,Pass
V-06-1,06,2026-01-09,97.7,Open,2.3,Pass
V-06-2,06,2026-01-09,95.9,Open,2.1,Pass
V-06-3,06,2026-01-09,98.6,Open,3.2,Pass
V-07-1,07,2026-01-09,99.5,Open,4.7,Pass
V-07-2,07,2026-01-09,97.4,Open,3.9,Pass
V-07-3,07,2026-01-09,98.2,Open,2.8,Pass
V-01-1,01,2026-01-10,97.8,Open,2.2,Pass
V-01-2,01,2026-01-10,96.0,Open,3.6,Pass
V-01-3,01,2026-01-10,95.3,Open,2.3,Pass
V-02-1,02,2026-01-10,16.4,Closed,4.6,Pass
V-02-2,02,2026-01-10,20.3,Closed,3.7,Pass
V-02-3,02,2026-01-10,99.0,Open,3.5,Pass
V-03-1,03,2026-01-10,99.2,Open,2.2,Pass
V-03-2,03,2026-01-10,98.2,Open,1.6,Pass
V-03-3,03,2026-01-10,96.1,Open,1.4,Pass
V-04-1,04,2026-01-10,96.9,Open,4.2,Pass
V-04-2,04,2026-01-10,98.3,Open,4.9,Pass
V-04-3,04,2026-01-10,99.8,Open,1.7,Pass
V-05-1,05,2026-01-10,98.1,Open,0.8,Pass
V-05-2,05,2026-01-10,96.3,Open,3.6,Pass
V-05-3,05,2026-01-10,98.4,Open,1.6,Pass
V-06-1,06,2026-01-10,99.7,Open,5.0,Pass
V-06-2,06,2026-01-10,96.3,Open,2.1,Pass
V-06-3,06,2026-01-10,95.3,Open,2.9,Fail
V-07-1,07,2026-01-10,99.4,Open,3.0,Pass
V-07-2,07,2026-01-10,99.3,Open,1.7,Pass
V-07-3,07,2026-01-10,98.5,Open,4.6,Pass
V-01-1,01,2026-01-11,99.0,Open,4.7,Pass
V-01-2,01,2026-01-11,95.0,Open,3.8,Pass
V-01-3,01,2026-01-11,97.8,Open,0.8,Pass
V-02-1,02,2026-01-11,4.8,Closed,1.5,Pass
V-02-2,02,2026-01-11,95.1,Open,2.9,Pass
V-02-3,02,2026-01-11,99.9,Open,1.4,Pass
V-03-1,03,2026-01-11,99.4,Open,2.7,Pass
V-03-2,03,2026-01-11,96.2,Open,2.0,Pass
V-03-3,03,2026-01-11,96.2,Open,4.8,Pass
V-04-1,04,2026-01-11,99.9,Open,1.9,Pass
V-04-2,04,2026-01-11,98.4,Open,3.9,Pass
V-04-3,04,2026-01-11,96.3,Open,4.3,Pass
V-05-1,05,2026-01-11,98.0,Open,2.3,Fail
V-05-2,05,2026-01-11,95.2,Open,0.7,Pass
V-05-3,05,2026-01-11,96.1,Open,0.6,Pass
V-06-1,06,2026-01-11,98.0,Open,1.6,Pass
V-06-2,06,2026-01-11,97.0,Open,4.6,Pass
V-06-3,06,2026-01-11,96.3,Open,1.3,Pass
V-07-1,07,2026-01-11,96.2,Open,2.6,Pass
V-07-2,07,2026-01-11,97.4,Open,4.2,Pass
V-07-3,07,2026-01-11,99.7,Open,0.8,Pass
V-01-1,01,2026-01-12,97.7,Open,1.5,Pass
V-01-2,01,2026-01-12,96.6,Open,3.8,Fail
V-01-3,01,2026-01-12,96.7,Open,3.6,Pass
V-02-1,02,2026-01-12,97.4,Open,1.4,Pass
V-02-2,02,2026-01-12,97.6,Open,2.5,Pass
V-02-3,02,2026-01-12,98.8,Open,4.0,Pass
V-03-1,03,2026-01-12,96.8,Open,1.6,Pass
V-03-2,03,2026-01-12,99.8,Open,2.8,Pass
V-03-3,03,2026-01-12,96.5,Open,1.6,Pass
V-04-1,04,2026-01-12,96.1,Open,1.3,Pass
V-04-2,04,2026-01-12,98.6,Open,0.9,Pass
V-04-3,04,2026-01-12,98.4,Open,1.9,Pass
V-05-1,05,2026-01-12,97.5,Open,1.2,Pass
V-05-2,05,2026-01-12,95.5,Open,1.0,Pass
V-05-3,05,2026-01-12,20.4,Closed,1.0,Pass
V-06-1,06,2026-01-12,99.6,Open,1.1,Pass
V-06-2,06,2026-01-12,96.3,Open,3.8,Pass
V-06-3,06,2026-01-12,95.5,Open,2.9,Pass
V-07-1,07,2026-01-12,98.6,Open,1.6,Pass
V-07-2,07,2026-01-12,95.9,Open,3.0,Pass
V-07-3,07,2026-01-12,95.8,Open,2.6,Pass
V-01-1,01,2026-01-13,95.4,Open,3.2,Pass
V-01-2,01,2026-01-13,95.0,Open,0.7,Pass
V-01-3,01,2026-01-13,99.2,Open,3.2,Pass
V-02-1,02,2026-01-13,97.5,Open,4.5,Pass
V-02-2,02,2026-01-13,95.3,Open,3.2,Pass
V-02-3,02,2026-01-13,98.7,Open,4.7,Pass
V-03-1,03,2026-01-13,97.7,Open,3.0,Pass
V-03-2,03,2026-01-13,99.6,Open,1.9,Pass
V-03-3,03,2026-01-13,97.4,Open,0.6,Pass
V-04-1,04,2026-01-13,98.2,Open,4.7,Pass
V-04-2,04,2026-01-13,99.2,Open,3.4,Pass
V-04-3,04,2026-01-13,96.9,Open,5.0,Pass
V-05-1,05,2026-01-13,97.3,Open,1.8,Pass
V-05-2,05,2026-01-13,95.9,Open,1.1,Pass
V-05-3,05,2026-01-13,96.1,Open,3.6,Pass
V-06-1,06,2026-01-13,97.6,Open,2.8,Pass
V-06-2,06,2026-01-13,96.4,Open,1.3,Pass
V-06-3,06,2026-01-13,99.7,Open,4.6,Pass
V-07-1,07,2026-01-13,97.7,Open,0.8,Pass
V-07-2,07,2026-01-13,98.0,Open,4.2,Pass
V-07-3,07,2026-01-13,98.3,Open,1.1,Pass
V-01-1,01,2026-01-14,95.5,Open,4.8,Pass
V-01-2,01,2026-01-14,14.2,Closed,2.7,Pass
V-01-3,01,2026-01-14,96.3,Open,4.2,Pass
