segment_id,test_point_id,date,pipe_to_soil_v,on_potential_v,current_ma,criteria_met,standard
SEG-03,TP-03-3,2025-06-15,-0.865,-1.183,1.6,Pass,NACE SP0169
SEG-04,TP-04-1,2025-06-15,-0.79,-0.906,0.94,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-15,-0.712,-0.968,1.86,Fail,NACE SP0169
SEG-04,TP-04-3,2025-06-15,-0.769,-0.898,4.43,Fail,NACE SP0169
SEG-05,TP-05-1,2025-06-15,-0.828,-1.173,2.13,Fail,NACE SP0169
SEG-05,TP-05-2,2025-06-15,-0.72,-0.851,4.87,Fail,NACE SP0169
SEG-05,TP-05-3,2025-06-15,-0.859,-0.98,4.46,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-15,-0.697,-1.095,3.93,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-15,-0.876,-1.189,3.14,Pass,NACE SP0169
SEG-06,TP-06-3,2025-06-15,-0.919,-1.286,3.98,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-15,-0.824,-0.928,3.23,Fail,NACE SP0169
SEG-07,TP-07-2,2025-06-15,-0.881,-1.001,1.53,Pass,NACE SP0169
SEG-07,TP-07-3,2025-06-15,-0.947,-1.313,3.37,Pass,NACE SP0169
SEG-01,TP-01-1,2025-06-16,-0.857,-1.204,3.67,Pass,NACE SP0169
SEG-01,TP-01-2,2025-06-16,-0.808,-1.009,4.17,Fail,NACE SP0169
SEG-01,TP-01-3,2025-06-16,-0.766,-1.001,1.05,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-16,-0.826,-1.044,4.48,Fail,NACE SP0169
SEG-02,TP-02-2,2025-06-16,-0.858,-1.048,3.76,Pass,NACE SP0169
SEG-02,TP-02-3,2025-06-16,-0.764,-0.885,4.08,Fail,NACE SP0169
SEG-03,TP-03-1,2025-06-16,-0.911,-1.182,3.1,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-16,-0.831,-1.06,1.27,Fail,NACE SP0169
SEG-03,TP-03-3,2025-06-16,-0.796,-0.91,0.71,Fail,NACE SP0169
SEG-04,TP-04-1,2025-06-16,-0.826,-1.213,2.51,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-16,-0.917,-1.23,1.37,Pass,NACE SP0169
SEG-04,TP-04-3,2025-06-16,-0.836,-1.159,3.11,Fail,NACE SP0169
SEG-05,TP-05-1,2025-06-16,-0.768,-1.137,1.55,Fail,NACE SP0169
SEG-05,TP-05-2,2025-06-16,-0.816,-0.932,3.81,Fail,NACE SP0169
SEG-05,TP-05-3,2025-06-16,-0.914,-1.037,3.55,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-16,-0.704,-0.923,1.51,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-16,-0.804,-1.073,0.89,Fail,NACE SP0169
SEG-06,TP-06-3,2025-06-16,-0.99,-1.195,4.49,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-16,-0.945,-1.167,1.65,Pass,NACE SP0169
SEG-07,TP-07-2,2025-06-16,-0.83,-1.067,4.14,Fail,NACE SP0169
SEG-07,TP-07-3,2025-06-16,-0.784,-0.989,4.34,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-17,-0.824,-0.99,2.69,Fail,NACE SP0169
SEG-01,TP-01-2,2025-06-17,-0.956,-1.248,1.13,Pass,NACE SP0169
SEG-01,TP-01-3,2025-06-17,-0.822,-1.09,4.4,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-17,-0.724,-1.111,2.48,Fail,NACE SP0169
SEG-02,TP-02-2,2025-06-17,-0.893,-1.1,1.67,Pass,NACE SP0169
SEG-02,TP-02-3,2025-06-17,-0.699,-0.885,1.84,Fail,NACE SP0169
SEG-03,TP-03-1,2025-06-17,-0.874,-1.149,3.95,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-17,-0.769,-1.129,4.34,Fail,NACE SP0169
SEG-03,TP-03-3,2025-06-17,-0.915,-1.311,3.17,Pass,NACE SP0169
SEG-04,TP-04-1,2025-06-17,-0.804,-0.973,0.62,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-17,-0.95,-1.301,1.48,Pass,NACE SP0169
SEG-04,TP-04-3,2025-06-17,-0.846,-0.978,1.92,Fail,NACE SP0169
SEG-05,TP-05-1,2025-06-17,-0.956,-1.128,1.67,Pass,NACE SP0169
SEG-05,TP-05-2,2025-06-17,-0.865,-1.262,3.12,Pass,NACE SP0169
SEG-05,TP-05-3,2025-06-17,-0.878,-1.116,4.48,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-17,-0.827,-0.988,1.36,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-17,-0.881,-1.141,4.7,Pass,NACE SP0169
SEG-06,TP-06-3,2025-06-17,-0.882,-1.047,4.99,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-17,-0.82,-1.148,4.83,Fail,NACE SP0169
SEG-07,TP-07-2,2025-06-17,-0.809,-1.019,1.69,Fail,NACE SP0169
SEG-07,TP-07-3,2025-06-17,-0.76,-1.051,2.32,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-18,-0.811,-1.175,4.44,Fail,NACE SP0169
SEG-01,TP-01-2,2025-06-18,-0.825,-1.006,2.89,Fail,NACE SP0169
SEG-01,TP-01-3,2025-06-18,-0.789,-1.061,3.4,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-18,-0.852,-1.206,4.45,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-18,-0.846,-1.195,1.12,Fail,NACE SP0169
SEG-02,TP-02-3,2025-06-18,-0.808,-1.012,2.3,Fail,NACE SP0169
SEG-03,TP-03-1,2025-06-18,-0.924,-1.168,2.22,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-18,-0.979,-1.349,1.35,Pass,NACE SP0169
SEG-03,TP-03-3,2025-06-18,-0.809,-1.054,1.03,Fail,NACE SP0169
SEG-04,TP-04-1,2025-06-18,-0.765,-0.911,4.35,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-18,-0.769,-0.957,4.09,Fail,NACE SP0169
SEG-04,TP-04-3,2025-06-18,-0.924,-1.028,4.65,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-18,-0.823,-0.935,4.92,Fail,NACE SP0169
SEG-05,TP-05-2,2025-06-18,-0.873,-1.086,1.89,Pass,NACE SP0169
SEG-05,TP-05-3,2025-06-18,-0.863,-1.061,2.23,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-18,-0.894,-1.231,2.43,Pass,NACE SP0169
SEG-06,TP-06-2,2025-06-18,-0.86,-1.024,1.09,Pass,NACE SP0169
SEG-06,TP-06-3,2025-06-18,-0.764,-1.127,0.67,Fail,NACE SP0169
SEG-07,TP-07-1,2025-06-18,-0.816,-0.938,2.27,Fail,NACE SP0169
SEG-07,TP-07-2,2025-06-18,-0.748,-0.945,3.61,Fail,NACE SP0169
SEG-07,TP-07-3,2025-06-18,-0.829,-0.997,2.1,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-19,-0.914,-1.19,2.82,Pass,NACE SP0169
SEG-01,TP-01-2,2025-06-19,-0.855,-1.168,0.77,Pass,NACE SP0169
SEG-01,TP-01-3,2025-06-19,-0.807,-1.098,3.61,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-19,-0.858,-0.96,2.64,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-19,-0.872,-1.001,0.74,Pass,NACE SP0169
SEG-02,TP-02-3,2025-06-19,-0.895,-1.076,1.26,Pass,NACE SP0169
SEG-03,TP-03-1,2025-06-19,-0.727,-1.061,2.57,Fail,NACE SP0169
SEG-03,TP-03-2,2025-06-19,-0.786,-0.943,3.87,Fail,NACE SP0169
SEG-03,TP-03-3,2025-06-19,-0.839,-1.03,3.07,Fail,NACE SP0169
SEG-04,TP-04-1,2025-06-19,-0.865,-1.082,0.76,Pass,NACE SP0169
SEG-04,TP-04-2,2025-06-19,-0.748,-1.094,3.64,Fail,NACE SP0169
SEG-04,TP-04-3,2025-06-19,-0.89,-1.243,3.3,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-19,-0.92,-1.298,1.19,Pass,NACE SP0169
SEG-05,TP-05-2,2025-06-19,-0.931,-1.122,1.28,Pass,NACE SP0169
SEG-05,TP-05-3,2025-06-19,-0.876,-1.184,2.19,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-19,-0.824,-1.006,1.4,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-19,-1.021,-1.266,3.75,Pass,NACE SP0169
SEG-06,TP-06-3,2025-06-19,-0.905,-1.288,1.08,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-19,-0.812,-1.009,2.27,Fail,NACE SP0169
SEG-07,TP-07-2,2025-06-19,-0.794,-1.097,1.27,Fail,NACE SP0169
SEG-07,TP-07-3,2025-06-19,-0.907,-1.041,1.82,Pass,NACE SP0169
SEG-01,TP-01-1,2025-06-20,-0.794,-1.052,2.83,Fail,NACE SP0169
SEG-01,TP-01-2,2025-06-20,-0.873,-1.094,0.53,Pass,NACE SP0169
SEG-01,TP-01-3,2025-06-20,-0.905,-1.092,3.85,Pass,NACE SP0169
SEG-02,TP-02-1,2025-06-20,-0.898,-1.179,2.66,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-20,-0.947,-1.199,4.78,Pass,NACE SP0169
SEG-02,TP-02-3,2025-06-20,-0.708,-1.046,1.44,Fail,NACE SP0169
SEG-03,TP-03-1,2025-06-20,-0.833,-1.183,1.01,Fail,NACE SP0169
SEG-03,TP-03-2,2025-06-20,-0.811,-0.913,4.58,Fail,NACE SP0169
SEG-03,TP-03-3,2025-06-20,-0.763,-1.082,1.63,Fail,NACE SP0169
SEG-04,TP-04-1,2025-06-20,-0.829,-1.161,3.84,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-20,-0.798,-1.027,4.76,Fail,NACE SP0169
SEG-04,TP-04-3,2025-06-20,-0.863,-1.067,3.39,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-20,-0.9,-1.11,2.38,Pass,NACE SP0169
SEG-05,TP-05-2,2025-06-20,-0.794,-1.167,4.27,Fail,NACE SP0169
SEG-05,TP-05-3,2025-06-20,-0.959,-1.099,0.6,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-20,-0.876,-1.196,4.49,Pass,NACE SP0169
SEG-06,TP-06-2,2025-06-20,-0.733,-0.91,3.13,Fail,NACE SP0169
SEG-06,TP-06-3,2025-06-20,-0.943,-1.272,2.98,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-20,-1.009,-1.327,4.08,Pass,NACE SP0169
SEG-07,TP-07-2,2025-06-20,-0.955,-1.08,4.32,Pass,NACE SP0169
SEG-07,TP-07-3,2025-06-20,-0.771,-1.03,1.15,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-21,-0.832,-1.177,4.73,Fail,NACE SP0169
SEG-01,TP-01-2,2025-06-21,-0.718,-0.839,2.19,Fail,NACE SP0169
SEG-01,TP-01-3,2025-06-21,-0.919,-1.053,4.36,Pass,NACE SP0169
SEG-02,TP-02-1,2025-06-21,-0.88,-1.079,0.6,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-21,-0.919,-1.238,2.37,Pass,NACE SP0169
SEG-02,TP-02-3,2025-06-21,-0.826,-1.001,2.39,Fail,NACE SP0169
SEG-03,TP-03-1,2025-06-21,-0.732,-0.853,0.83,Fail,NACE SP0169
SEG-03,TP-03-2,2025-06-21,-0.751,-1.071,3.19,Fail,NACE SP0169
SEG-03,TP-03-3,2025-06-21,-0.881,-1.271,3.4,Pass,NACE SP0169
SEG-04,TP-04-1,2025-06-21,-0.787,-1.146,4.58,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-21,-0.876,-1.049,0.55,Pass,NACE SP0169
SEG-04,TP-04-3,2025-06-21,-0.812,-0.993,3.2,Fail,NACE SP0169
SEG-05,TP-05-1,2025-06-21,-0.875,-1.171,2.62,Pass,NACE SP0169
SEG-05,TP-05-2,2025-06-21,-0.891,-1.162,1.86,Pass,NACE SP0169
SEG-05,TP-05-3,2025-06-21,-0.921,-1.25,0.74,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-21,-0.941,-1.071,3.95,Pass,NACE SP0169
SEG-06,TP-06-2,2025-06-21,-0.799,-1.176,4.16,Fail,NACE SP0169
SEG-06,TP-06-3,2025-06-21,-1.003,-1.279,4.53,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-21,-0.896,-1.212,4.22,Pass,NACE SP0169
SEG-07,TP-07-2,2025-06-21,-0.745,-0.853,4.22,Fail,NACE SP0169
SEG-07,TP-07-3,2025-06-21,-0.731,-1.059,2.57,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-22,-0.889,-1.068,1.99,Pass,NACE SP0169
SEG-01,TP-01-2,2025-06-22,-0.823,-1.035,4.56,Fail,NACE SP0169
SEG-01,TP-01-3,2025-06-22,-0.787,-1.004,4.34,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-22,-0.929,-1.123,3.59,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-22,-0.803,-1.177,2.47,Fail,NACE SP0169
SEG-02,TP-02-3,2025-06-22,-0.759,-0.969,1.34,Fail,NACE SP0169
SEG-03,TP-03-1,2025-06-22,-0.682,-0.793,0.65,Fail,NACE SP0169
SEG-03,TP-03-2,2025-06-22,-0.904,-1.255,4.2,Pass,NACE SP0169
SEG-03,TP-03-3,2025-06-22,-0.938,-1.159,4.09,Pass,NACE SP0169
SEG-04,TP-04-1,2025-06-22,-0.794,-0.905,1.68,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-22,-0.822,-0.965,4.29,Fail,NACE SP0169
SEG-04,TP-04-3,2025-06-22,-0.788,-0.923,3.12,Fail,NACE SP0169
SEG-05,TP-05-1,2025-06-22,-0.859,-1.211,1.85,Pass,NACE SP0169
SEG-05,TP-05-2,2025-06-22,-0.859,-0.998,3.83,Pass,NACE SP0169
SEG-05,TP-05-3,2025-06-22,-0.843,-1.142,4.35,Fail,NACE SP0169
SEG-06,TP-06-1,2025-06-22,-0.889,-1.005,0.54,Pass,NACE SP0169
SEG-06,TP-06-2,2025-06-22,-0.848,-1.003,3.59,Fail,NACE SP0169
SEG-06,TP-06-3,2025-06-22,-0.876,-1.004,0.93,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-22,-0.716,-0.91,4.22,Fail,NACE SP0169
SEG-07,TP-07-2,2025-06-22,-0.682,-1.037,1.83,Fail,NACE SP0169
SEG-07,TP-07-3,2025-06-22,-0.858,-1.01,3.77,Pass,NACE SP0169
SEG-01,TP-01-1,2025-06-23,-0.778,-1.051,3.78,Fail,NACE SP0169
SEG-01,TP-01-2,2025-06-23,-0.8,-0.959,2.76,Fail,NACE SP0169
SEG-01,TP-01-3,2025-06-23,-0.701,-1.092,0.87,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-23,-0.8,-1.148,0.7,Fail,NACE SP0169
SEG-02,TP-02-2,2025-06-23,-0.847,-1.108,2.04,Fail,NACE SP0169
SEG-02,TP-02-3,2025-06-23,-0.766,-0.982,2.66,Fail,NACE SP0169
SEG-03,TP-03-1,2025-06-23,-0.896,-1.135,4.18,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-23,-0.708,-0.954,1.57,Fail,NACE SP0169
SEG-03,TP-03-3,2025-06-23,-0.919,-1.075,2.96,Pass,NACE SP0169
SEG-04,TP-04-1,2025-06-23,-0.987,-1.09,2.84,Pass,NACE SP0169
SEG-04,TP-04-2,2025-06-23,-0.646,-1.007,2.67,Fail,NACE SP0169
SEG-04,TP-04-3,2025-06-23,-0.864,-1.26,3.29,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-23,-1.03,-1.324,3.38,Pass,NACE SP0169
SEG-05,TP-05-2,2025-06-23,-0.857,-1.127,2.07,Pass,NACE SP0169
SEG-05,TP-05-3,2025-06-23,-0.812,-0.971,2.37,Fail,NACE SP0169
SEG-06,TP-06-1,2025-06-23,-0.721,-1.08,3.85,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-23,-0.777,-0.988,2.01,Fail,NACE SP0169
SEG-06,TP-06-3,2025-06-23,-0.787,-1.146,3.78,Fail,NACE SP0169
SEG-07,TP-07-1,2025-06-23,-0.92,-1.246,3.45,Pass,NACE SP0169
SEG-07,TP-07-2,2025-06-23,-0.78,-1.058,4.51,Fail,NACE SP0169
SEG-07,TP-07-3,2025-06-23,-0.835,-0.993,3.54,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-24,-0.828,-1.031,3.02,Fail,NACE SP0169
SEG-01,TP-01-2,2025-06-24,-0.91,-1.203,2.29,Pass,NACE SP0169
SEG-01,TP-01-3,2025-06-24,-0.931,-1.277,1.8,Pass,NACE SP0169
SEG-02,TP-02-1,2025-06-24,-0.827,-1.181,2.38,Fail,NACE SP0169
SEG-02,TP-02-2,2025-06-24,-0.912,-1.144,2.03,Pass,NACE SP0169
SEG-02,TP-02-3,2025-06-24,-0.786,-1.15,1.51,Fail,NACE SP0169
SEG-03,TP-03-1,2025-06-24,-0.936,-1.277,3.82,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-24,-0.789,-1.142,2.48,Fail,NACE SP0169
SEG-03,TP-03-3,2025-06-24,-0.831,-1.16,2.61,Fail,NACE SP0169
SEG-04,TP-04-1,2025-06-24,-0.9,-1.146,4.37,Pass,NACE SP0169
SEG-04,TP-04-2,2025-06-24,-0.821,-1.031,2.32,Fail,NACE SP0169
SEG-04,TP-04-3,2025-06-24,-1.052,-1.229,4.71,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-24,-0.765,-0.972,1.12,Fail,NACE SP0169
SEG-05,TP-05-2,2025-06-24,-0.706,-1.046,4.33,Fail,NACE SP0169
SEG-05,TP-05-3,2025-06-24,-0.99,-1.204,2.6,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-24,-0.896,-1.257,4.12,Pass,NACE SP0169
SEG-06,TP-06-2,2025-06-24,-0.856,-1.123,1.84,Pass,NACE SP0169
SEG-06,TP-06-3,2025-06-24,-0.916,-1.304,4.63,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-24,-0.9,-1.194,3.85,Pass,NACE SP0169
SEG-07,TP-07-2,2025-06-24,-0.875,-1.163,2.69,Pass,NACE SP0169
SEG-07,TP-07-3,2025-06-24,-0.944,-1.326,1.29,Pass,NACE SP0169
SEG-01,TP-01-1,2025-06-25,-0.758,-0.901,4.66,Fail,NACE SP0169
SEG-01,TP-01-2,2025-06-25,-0.807,-1.187,1.57,Fail,NACE SP0169
SEG-01,TP-01-3,2025-06-25,-0.618,-0.933,2.35,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-25,-0.945,-1.339,4.41,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-25,-0.7,-1.092,2.49,Fail,NACE SP0169
SEG-02,TP-02-3,2025-06-25,-0.914,-1.185,2.84,Pass,NACE SP0169
SEG-03,TP-03-1,2025-06-25,-0.874,-1.209,4.42,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-25,-0.87,-1.065,1.1,Pass,NACE SP0169
SEG-03,TP-03-3,2025-06-25,-0.901,-1.082,1.39,Pass,NACE SP0169
SEG-04,TP-04-1,2025-06-25,-0.824,-1.012,2.87,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-25,-0.892,-1.028,4.11,Pass,NACE SP0169
SEG-04,TP-04-3,2025-06-25,-0.877,-1.144,1.01,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-25,-0.878,-1.183,0.89,Pass,NACE SP0169
SEG-05,TP-05-2,2025-06-25,-0.83,-0.953,2.6,Fail,NACE SP0169
SEG-05,TP-05-3,2025-06-25,-0.842,-1.201,3.68,Fail,NACE SP0169
SEG-06,TP-06-1,2025-06-25,-0.948,-1.203,4.05,Pass,NACE SP0169
SEG-06,TP-06-2,2025-06-25,-0.921,-1.13,2.41,Pass,NACE SP0169
SEG-06,TP-06-3,2025-06-25,-0.893,-1.024,2.58,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-25,-0.992,-1.158,3.22,Pass,NACE SP0169
SEG-07,TP-07-2,2025-06-25,-0.877,-1.083,4.36,Pass,NACE SP0169
SEG-07,TP-07-3,2025-06-25,-0.965,-1.277,1.82,Pass,NACE SP0169
SEG-01,TP-01-1,2025-06-26,-0.831,-1.197,3.97,Fail,NACE SP0169
SEG-01,TP-01-2,2025-06-26,-1.025,-1.136,1.71,Pass,NACE SP0169
SEG-01,TP-01-3,2025-06-26,-0.831,-0.965,3.9,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-26,-0.753,-1.068,2.24,Fail,NACE SP0169
SEG-02,TP-02-2,2025-06-26,-0.907,-1.038,1.43,Pass,NACE SP0169
SEG-02,TP-02-3,2025-06-26,-0.985,-1.361,1.66,Pass,NACE SP0169
SEG-03,TP-03-1,2025-06-26,-0.76,-1.05,3.02,Fail,NACE SP0169
SEG-03,TP-03-2,2025-06-26,-0.989,-1.136,2.85,Pass,NACE SP0169
SEG-03,TP-03-3,2025-06-26,-0.824,-0.987,1.69,Fail,NACE SP0169
SEG-04,TP-04-1,2025-06-26,-0.933,-1.131,2.68,Pass,NACE SP0169
SEG-04,TP-04-2,2025-06-26,-0.947,-1.127,2.55,Pass,NACE SP0169
SEG-04,TP-04-3,2025-06-26,-0.797,-1.163,3.07,Fail,NACE SP0169
SEG-05,TP-05-1,2025-06-26,-0.772,-1.132,1.72,Fail,NACE SP0169
SEG-05,TP-05-2,2025-06-26,-1.01,-1.377,2.7,Pass,NACE SP0169
SEG-05,TP-05-3,2025-06-26,-0.779,-1.039,0.98,Fail,NACE SP0169
SEG-06,TP-06-1,2025-06-26,-0.795,-1.114,2.96,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-26,-0.775,-0.963,4.89,Fail,NACE SP0169
SEG-06,TP-06-3,2025-06-26,-0.91,-1.158,1.39,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-26,-0.906,-1.227,3.02,Pass,NACE SP0169
SEG-07,TP-07-2,2025-06-26,-0.84,-0.947,0.97,Fail,NACE SP0169
SEG-07,TP-07-3,2025-06-26,-0.847,-1.2,2.35,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-27,-0.94,-1.06,0.89,Pass,NACE SP0169
SEG-01,TP-01-2,2025-06-27,-0.923,-1.042,3.19,Pass,NACE SP0169
SEG-01,TP-01-3,2025-06-27,-0.899,-1.265,3.98,Pass,NACE SP0169
SEG-02,TP-02-1,2025-06-27,-0.893,-1.245,2.0,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-27,-0.964,-1.189,1.91,Pass,NACE SP0169
SEG-02,TP-02-3,2025-06-27,-0.886,-0.998,0.74,Pass,NACE SP0169
SEG-03,TP-03-1,2025-06-27,-0.963,-1.235,4.7,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-27,-0.895,-1.207,3.32,Pass,NACE SP0169
SEG-03,TP-03-3,2025-06-27,-0.792,-0.953,0.54,Fail,NACE SP0169
SEG-04,TP-04-1,2025-06-27,-0.941,-1.255,3.27,Pass,NACE SP0169
SEG-04,TP-04-2,2025-06-27,-0.794,-1.02,0.93,Fail,NACE SP0169
SEG-04,TP-04-3,2025-06-27,-0.857,-1.129,4.68,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-27,-0.873,-1.171,3.91,Pass,NACE SP0169
SEG-05,TP-05-2,2025-06-27,-0.817,-0.961,0.91,Fail,NACE SP0169
SEG-05,TP-05-3,2025-06-27,-0.946,-1.221,3.35,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-27,-0.742,-1.052,3.89,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-27,-0.802,-1.061,3.21,Fail,NACE SP0169
SEG-06,TP-06-3,2025-06-27,-0.908,-1.143,4.01,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-27,-0.794,-1.191,3.59,Fail,NACE SP0169
SEG-07,TP-07-2,2025-06-27,-0.887,-1.029,3.59,Pass,NACE SP0169
SEG-07,TP-07-3,2025-06-27,-0.84,-0.957,2.96,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-28,-0.862,-1.049,2.74,Pass,NACE SP0169
SEG-01,TP-01-2,2025-06-28,-0.822,-1.118,4.44,Fail,NACE SP0169
SEG-01,TP-01-3,2025-06-28,-0.965,-1.094,0.81,Pass,NACE SP0169
SEG-02,TP-02-1,2025-06-28,-0.957,-1.343,1.34,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-28,-0.871,-1.22,1.03,Pass,NACE SP0169
SEG-02,TP-02-3,2025-06-28,-0.736,-1.094,4.19,Fail,NACE SP0169
SEG-03,TP-03-1,2025-06-28,-0.886,-1.232,3.7,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-28,-0.829,-1.098,3.91,Fail,NACE SP0169
SEG-03,TP-03-3,2025-06-28,-0.932,-1.246,3.0,Pass,NACE SP0169
SEG-04,TP-04-1,2025-06-28,-0.802,-0.917,3.71,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-28,-1.03,-1.389,1.42,Pass,NACE SP0169
SEG-04,TP-04-3,2025-06-28,-0.881,-1.222,1.9,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-28,-0.832,-1.18,4.54,Fail,NACE SP0169
SEG-05,TP-05-2,2025-06-28,-0.828,-1.01,0.91,Fail,NACE SP0169
SEG-05,TP-05-3,2025-06-28,-0.736,-0.887,0.93,Fail,NACE SP0169
SEG-06,TP-06-1,2025-06-28,-0.808,-0.913,4.67,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-28,-0.754,-0.876,4.89,Fail,NACE SP0169
SEG-06,TP-06-3,2025-06-28,-0.819,-1.214,3.46,Fail,NACE SP0169
SEG-07,TP-07-1,2025-06-28,-0.95,-1.234,2.31,Pass,NACE SP0169
SEG-07,TP-07-2,2025-06-28,-0.851,-1.185,4.55,Pass,NACE SP0169
SEG-07,TP-07-3,2025-06-28,-0.834,-1.124,3.25,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-29,-0.769,-1.01,4.85,Fail,NACE SP0169
SEG-01,TP-01-2,2025-06-29,-0.813,-0.984,4.15,Fail,NACE SP0169
SEG-01,TP-01-3,2025-06-29,-0.766,-1.07,2.54,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-29,-1.005,-1.124,4.68,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-29,-0.808,-1.113,3.91,Fail,NACE SP0169
SEG-02,TP-02-3,2025-06-29,-0.964,-1.311,3.29,Pass,NACE SP0169
SEG-03,TP-03-1,2025-06-29,-0.883,-1.003,2.86,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-29,-0.804,-1.087,1.3,Fail,NACE SP0169
SEG-03,TP-03-3,2025-06-29,-0.955,-1.142,3.45,Pass,NACE SP0169
SEG-04,TP-04-1,2025-06-29,-0.728,-0.843,2.58,Fail,NACE SP0169
SEG-04,TP-04-2,2025-06-29,-0.987,-1.323,0.53,Pass,NACE SP0169
SEG-04,TP-04-3,2025-06-29,-0.903,-1.011,4.72,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-29,-0.845,-1.144,4.06,Fail,NACE SP0169
SEG-05,TP-05-2,2025-06-29,-0.897,-1.17,4.8,Pass,NACE SP0169
SEG-05,TP-05-3,2025-06-29,-0.747,-0.89,1.29,Fail,NACE SP0169
SEG-06,TP-06-1,2025-06-29,-0.805,-1.12,3.16,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-29,-0.949,-1.278,1.4,Pass,NACE SP0169
